"Sample"	"log_rte"	"l_utr3"
"Parom"	-3.55799545312089	2255
"Parom"	-1.25693521171804	997
"Parom"	-3.94139146897321	2943
"Parom"	-0.815260120142952	1956
"Parom"	-2.9205655325056	127
"Parom"	-2.5964125214647	14894
"Parom"	-2.07602070085149	2033
"Parom"	-2.22802795600589	2450
"Parom"	-2.23016511827235	2856
"Parom"	-1.68356243642567	466
"Parom"	-2.71765211910937	652
"Parom"	-3.12500615798495	76
"Parom"	-3.75015436592275	1522
"Parom"	-1.57688837868024	3451
"Parom"	-6.30222429334783	42
"Parom"	-6.02627492249035	444
"Parom"	-0.683142894660061	3120
"Parom"	-3.17670353407338	160
"Parom"	-3.86636722453234	923
"Parom"	-3.44938248606841	76
"Parom"	0.440572591385974	528
"Parom"	-5.96335995437992	72
"Parom"	-0.470131507294506	798
"Parom"	-3.10761758482703	3540
"Parom"	-4.32063013971766	664
"Parom"	-3.75872519099608	102
"Parom"	-4.52704252896728	206
"Parom"	-1.35669351304804	247
"Parom"	-2.50405664601009	816
"Parom"	-0.436007273125967	2725
"Parom"	-0.96404632270419	1589
"Parom"	-2.50541460934676	913
"Parom"	-2.07640765274134	1814
"Parom"	-4.35516824054413	2609
"Parom"	-0.969626350956482	1829
"Parom"	1	3889
"Parom"	-4.74120098205283	447
"Parom"	-2.29027972425003	2111
"Parom"	-2.96474187013809	103
"Parom"	-0.491853096329675	75
"Parom"	-4.08290935496351	88
"Parom"	-4.41907565850483	381
"Parom"	-3.83772857110112	346
"Parom"	0.268599292351318	3784
"Parom"	-1.45346303397016	203
"Parom"	-3.69785655712709	159
"Parom"	-3.0420232237391	187
"Parom"	-1.6915341649192	1229
"Parom"	-3.35964776083652	710
"Parom"	-1.8053364201298	4156
"Parom"	-5.15778967938642	287
"Parom"	-2.03160144841501	2943
"Parom"	-0.393384899735261	925
"Parom"	-3.21870738339177	1537
"Parom"	-0.940337078701661	890
"Parom"	-4.2418179199241	278
"Parom"	-2.64595313061031	1132
"Parom"	-2.87213905812424	1362
"Parom"	-3.54481630979133	4067
"Parom"	-2.56390088519333	1376
"Parom"	-0.96467713498475	2887
"Parom"	-4.78990275497277	1515
"Parom"	0.57395171990869	352
"Parom"	-2.82073395185881	61
"Parom"	-1.57606610023276	353
"Parom"	-4.58764658529237	2404
"Parom"	-2.59299981978658	1431
"Parom"	-1.16159533026085	511
"Parom"	-5.59310571015131	391
"Parom"	-2.41037612190899	1139
"Parom"	-3.30536311264633	1214
"Parom"	-3.7349191072185	57
"Parom"	-3.5268714175243	288
"Parom"	-2.67377176767902	331
"Parom"	0.061606217918587	56
"Parom"	-3.24490131507382	511
"Parom"	-2.18989970120358	1195
"Parom"	-3.4557559604939	625
"Parom"	-0.528709954279742	1602
"Parom"	-2.12742507548796	982
"Parom"	-3.63865836272473	2259
"Parom"	-2.27589929348471	907
"Parom"	-3.97188161957409	4448
"Parom"	-4.3071408809098	614
"Parom"	-1.93682310832697	1092
"Parom"	-2.83007499855769	1473
"Parom"	-4.10009475193015	1151
"Parom"	0.818615883182618	1497
"Parom"	-2.42080188224976	1333
"Parom"	-4.48360603338356	91
"Parom"	-1.6833922370459	178
"Parom"	-4.39391421112066	87
"Parom"	-4.06485116222755	248
"Parom"	-1.93979536579408	480
"Parom"	-0.40452327753491	5804
"Parom"	-4.46385198842049	95
"Parom"	-4.59773875238507	44
"Parom"	-2.97367686896517	2389
"Parom"	-2.23132555688801	49
"Parom"	-4.29105852756238	333
"Parom"	-1.07155326102503	4196
"Parom"	-7.01177272756902	503
"Parom"	0.360175564244316	470
"Parom"	0.355480654598386	31
"Parom"	-4.72451386295116	79
"Parom"	-1.96445588314233	11864
"Parom"	-3.14967140563716	127
"Parom"	-4.53590827640761	795
"Parom"	-2.2689592397909	2521
"Parom"	-3.55339242172029	851
"Parom"	-2.50451950816584	3187
"Parom"	-0.997513308707725	931
"Parom"	-4.37676261108835	1238
"Parom"	-5.16796501805816	248
"Parom"	-2.71097038563327	264
"Parom"	-3.70043972876331	271
"Parom"	-2.63975500465298	2546
"Parom"	0.750171132965473	636
"Parom"	-2.29545588352618	745
"Parom"	-1.45198863545174	3844
"Parom"	-3.82168170355671	92
"Parom"	-2.97374910780828	828
"Parom"	-1.22609639009987	1259
"Parom"	1.44251823570095	452
"Parom"	0.509828170660371	986
"Parom"	-1.99496441010271	4444
"Parom"	-2.99449416898314	484
"Parom"	-2.88634321820444	412
"Parom"	-1.38961490239894	246
"Parom"	-2.19059433837764	638
"Parom"	-1.42543267064122	312
"Parom"	-6.63715501679474	183
"Parom"	-3.50210248373366	950
"Parom"	-2.00114092140457	1945
"Parom"	-0.67572796464434	11761
"Parom"	-2.80680174267744	421
"Parom"	-4.7855843183014	1114
"Parom"	-3.45592056112371	181
"Parom"	-2.94016677381192	131
"Parom"	-6.10433666384439	404
"Parom"	-1.43031468602054	592
"Parom"	-5.48013862436374	272
"Parom"	-3.51832531105135	1139
"Parom"	-2.3658436290562	426
"Parom"	-1.78150149476804	3229
"Parom"	-1.1641096975888	983
"Parom"	-0.758159816435329	830
"Parom"	-3.80906191698074	884
"Parom"	-4.39420543797667	263
"Parom"	-3.21150410951787	1209
"Parom"	-4.74939486231148	3743
"Parom"	-0.167590920621128	118
"Parom"	-2.06335333724427	173
"Parom"	0.294743265561124	7807
"Parom"	-2.29640092965428	588
"Parom"	-2.12603117512938	829
"Parom"	-4.68390435840442	770
"Parom"	-3.57760724856871	735
"Parom"	-3.3023525565506	8949
"Parom"	-0.516917113298058	874
"Parom"	-3.72505227492154	1388
"Parom"	-3.78455506658736	763
"Parom"	-6.8729583330031	622
"Parom"	-4.51447300095198	71
"Parom"	-5.41883099128823	568
"Parom"	-0.95947219341739	826
"Parom"	-4.62524051265753	2708
"Parom"	-3.74494231905806	103
"Parom"	-1.4495072529153	153
"Parom"	0.0874628412503394	49
"Parom"	0.669851398307668	3204
"Parom"	-1.77740169995598	1416
"Parom"	-1.21056698593966	1440
"Parom"	-3.2704835040794	664
"Parom"	-2.59141752285846	916
"Parom"	-6.22181369059947	63
"Parom"	-3.25779775746765	249
"Parom"	-1.39607934478376	1191
"Parom"	-1.33296258897338	238
"Parom"	-1.28069106190112	649
"Parom"	-0.862141088875221	1545
"Parom"	-9.34756072672613	481
"Parom"	-2.69453509172331	283
"Parom"	-2.54847958826134	4340
"Parom"	-2.26616482336536	127
"Parom"	-2.20574118308512	685
"Parom"	-2.27885937299548	1729
"Parom"	-3.74934934410552	171
"Parom"	-6.3931584044689	2775
"Parom"	-2.86711201052377	2033
"Parom"	-2.60996031743089	178
"Parom"	-1.21412480535285	2171
"Parom"	-3.25375659224579	300
"Parom"	-1.25540747856441	157
"Parom"	-3.41429211303602	2063
"Parom"	-4.2100882825296	69
"Parom"	1.3115861506659	2437
"Parom"	-2.45424517192196	306
"Parom"	-3.39441360728809	202
"Parom"	-2.84140709719461	1291
"Parom"	-1.21899384985643	478
"Parom"	-2.43766640995364	2820
"Parom"	-3.98079478327808	5129
"Parom"	-2.59306755035822	4411
"Parom"	-0.557857270558559	2159
"Parom"	-3.5401082649369	562
"Parom"	-1.12603735744131	85
"Parom"	-0.550692598636412	691
"Parom"	-2.84549005094438	1791
"Parom"	-0.0968405602210855	1072
"Parom"	0.259781428038697	255
"Parom"	-2.89185120444498	91
"Parom"	0.567989422117436	1407
"Parom"	-2.19245157045892	138
"Parom"	-3.39427893911205	784
"Parom"	-1.30294877538485	282
"Parom"	-3.38869710710006	318
"Parom"	-0.580774703757724	5487
"Parom"	-1.76159526067492	3005
"Parom"	0.265642079459945	1482
"Parom"	-3.00000000925817	76
"Parom"	-4.60206542273106	361
"Parom"	-1.85024358091501	278
"Parom"	-2.0763033673132	274
"Parom"	2.04519711427333	3039
"Parom"	-3.069940660365	403
"Parom"	-3.92020366172827	77
"Parom"	-0.358370090855423	549
"Parom"	-5.06254520904601	147
"Parom"	-4.69501604618607	133
"Parom"	-1.45986728073962	123
"Parom"	-2.68833734693242	568
"Parom"	-2.80439352168651	382
"Parom"	-4.03020972401509	1257
"Parom"	-5.23746774179855	1094
"Parom"	-1.19491168491434	156
"Parom"	-1.4132330024321	4022
"Parom"	-2.15523111629928	1377
"Parom"	-1.50145225109632	1918
"Parom"	0.436276295653174	833
"Parom"	-2.07575094144985	642
"Parom"	-0.346381138611902	2778
"Parom"	-3.77258950389693	162
"Parom"	-3.16592308008337	1094
"Parom"	-5.63190908317437	148
"Parom"	-4.0917917063071	261
"Parom"	-1.88562197885487	872
"Parom"	-4.22754704542949	55
"Parom"	-0.523041118970021	2041
"Parom"	-1.63512529878347	997
"Parom"	-0.907830156072133	146
"Parom"	-1.89256296466055	3272
"Parom"	-2.82488218445029	344
"Parom"	-3.74035620126393	2756
"Parom"	-4.01268526243152	2800
"Parom"	-4.88801565325459	408
"Parom"	-2.52007296997714	468
"Parom"	-1.37851162325373	93
"Parom"	-1.63941028474354	689
"Parom"	-2.96284700560051	409
"Parom"	-4.89724042712536	514
"Parom"	-3.81403764753998	151
"Parom"	-1.62058641045188	149
"Parom"	-3.49765040589016	788
"Parom"	-4.86673346913654	832
"Parom"	-5.52071398603962	478
"Parom"	-4.5936797206058	413
"Parom"	-5.9496987570524	325
"Parom"	-3.49459847306849	177
"Parom"	-3.32407976574241	464
"Parom"	-2.48602933567353	2879
"Parom"	1.89021185446189	5944
"Parom"	-2.85075127109504	692
"Parom"	-4.15029622938941	76
"Parom"	-2.96947286651363	3816
"Parom"	-1.75808993420182	4295
"Parom"	-3.08037341646403	440
"Parom"	-2.86179653524456	2040
"Parom"	-2.10515474971927	182
"Parom"	-3.20003282333928	1753
"Parom"	-1.91799898751367	307
"Parom"	-2.48367916488398	1044
"Parom"	-1.94047229861327	3201
"Parom"	-1.3924029741199	1659
"Parom"	-3.52262544512449	683
"Parom"	-4.24317399414776	3009
"Parom"	-4.7155466105313	1160
"Parom"	-2	123
"Parom"	-0.50683572022927	959
"Parom"	-0.802462767349828	575
"Parom"	-3.66296501272243	281
"Parom"	-2.67038464357003	478
"Parom"	-1.32005729924044	246
"Parom"	-2.42783477374296	4848
"Parom"	-1.3956301568196	213
"Parom"	-3.98842563818268	234
"Parom"	-5.13088809550736	121
"Parom"	-6.05868105201837	363
"Parom"	-3.6867759739935	1594
"Parom"	-2.12928301987873	5042
"Parom"	-1.04172713033848	1696
"Parom"	-2.45834729311396	1910
"Parom"	-4.16965052619625	204
"Parom"	-3.797381731249	2470
"Parom"	-3.7008083638671	347
"Parom"	-1.13657305287544	703
"Parom"	-0.770721193078314	3848
"Parom"	-2.90689059560852	1724
"Parom"	-3.75757587384149	252
"Parom"	-3.79847677621195	168
"Parom"	-1.14775362044369	41
"Parom"	-2.04595554703666	1446
"Parom"	-1.71645132050736	4877
"Parom"	-4.19347974812836	329
"Parom"	-3.34641971620267	586
"Parom"	-1.10555417075813	3059
"Parom"	-3.54681652902788	6045
"Parom"	-3.50017798154053	366
"Parom"	-3.59337920334803	499
"Parom"	-3.95240526060085	3011
"Parom"	-4.9067565121891	999
"Parom"	-4.47804729680465	2601
"Parom"	-2.05203726685783	1356
"Parom"	-2.42480527552767	166
"Parom"	-2.32439635047812	934
"Parom"	-3.21771709989924	283
"Parom"	-5.27710959104552	467
"Parom"	-1.57508098920719	301
"Parom"	-3.71125549921815	22
"Parom"	-2.36567829768039	374
"Parom"	-8.32170546704041	195
"Parom"	-1.68740976969198	1445
"Parom"	-5.28829049818708	303
"Parom"	-8.17380715814445	1212
"Parom"	-1.99380373685357	508
"Parom"	-2.45592472822234	384
"Parom"	-4.60347308821775	1803
"Parom"	-0.871745509327559	64
"Parom"	-2.99645964229475	142
"Parom"	0.580982649808609	13724
"Parom"	-2.14909149802515	465
"Parom"	-0.317715843600449	4794
"Parom"	-4.63525554938096	1466
"Parom"	-2.41609480606189	512
"Parom"	-2.62449087396793	146
"Parom"	-2.97417873944179	157
"Parom"	-3.52656995070267	577
"Parom"	-4.4502889673197	1056
"Parom"	-2.24485870176016	1177
"Parom"	-4.98559519702303	2862
"Parom"	-3.63551145326034	47
"Parom"	-5.35720811327675	565
"Parom"	-2.87992354800826	6352
"Parom"	-3.64897784712769	895
"Parom"	-3.67677859016317	1909
"Parom"	-4.27134211192456	154
"Parom"	-2.83474080985268	962
"Parom"	-0.414454709918914	180
"Parom"	-2.36687021681834	1383
"Parom"	1.50665437461393	58
"Parom"	0.502861420506258	1623
"Parom"	-2.81652656971276	2512
"Parom"	-2.75048040279485	1641
"Parom"	-5.20137816513543	421
"Parom"	-0.125036045844782	5382
"Parom"	-4.56035653119702	650
"Parom"	-3.40097922372111	390
"Parom"	-2.06317132638909	3446
"Parom"	-4.88252851785197	164
"Parom"	-2.7078857592234	2240
"Parom"	-0.693977086615945	1470
"Parom"	-3.14169649995198	478
"Parom"	-1.80535256914646	552
"Parom"	-1.98238445708303	4446
"Parom"	-4.56511768932429	387
"Parom"	-1.50630555684616	1056
"Parom"	-1.97540750916715	4245
"Parom"	-2.01118462322098	745
"Parom"	-1.34282817552325	534
"Parom"	-0.847159590779337	2536
"Parom"	-2.41616416473313	147
"Parom"	-1.60712815859568	1392
"Parom"	-4.21028273905845	450
"Parom"	-4.03988279117304	571
"Parom"	-1.58828285967666	2926
"Parom"	-0.456429130475775	323
"Parom"	-4.77366153252222	41
"Parom"	-2.52706411701296	683
"Parom"	-3.52672355617673	2472
"Parom"	-3.0445987134226	1490
"Parom"	-3.50687013315518	1071
"Parom"	-0.380509816150573	340
"Parom"	-4.56718971236158	281
"Parom"	-1.20078546653133	1530
"Parom"	-2.20471248101551	975
"Parom"	-1.42449782852791	2700
"Parom"	-2.39231742277876	2109
"Parom"	-4.45165427826327	1261
"Parom"	-4.09493151215419	217
"Parom"	-3.63810266254443	400
"Parom"	-0.339962017717624	1108
"Parom"	0.454838507336818	834
"Parom"	-5.74227722027994	1508
"Parom"	-2.0946812531479	1468
"Parom"	-0.955300192529188	2070
"Parom"	-1.90861734032799	1297
"Parom"	-0.808795456416821	238
"Parom"	-3.10236171762968	86
"Parom"	-2.96962635095648	189
"Parom"	-2.44979384613937	571
"Parom"	-2.01109770888333	876
"Parom"	-0.73597541317043	1075
"Parom"	-4.00976777624882	4644
"Parom"	-0.707046081186548	840
"Parom"	-3.32653734813995	1514
"Parom"	-3.11442988885062	741
"Parom"	-3.42117228545095	575
"Parom"	-0.430144391669052	3761
"Parom"	-2	2154
"Parom"	-3.02863587330271	222
"Parom"	-2.77269980872552	4104
"Parom"	-2.11425718043044	1442
"Parom"	-4.78943391652969	808
"Parom"	-4.59143408276125	1151
"Parom"	-2.23571013682833	366
"Parom"	-4.03648892127311	1946
"Parom"	-0.957195677456585	4194
"Parom"	-2.82384304484618	251
"Parom"	-3.4646983078168	1705
"Parom"	-3.0549083411024	1443
"Parom"	-4.81990105804832	577
"Parom"	-3.78256246060632	436
"Parom"	-3.17487421741406	1152
"Parom"	-1.63191291564773	1527
"Parom"	-2.22837127382587	2040
"Parom"	-3.50194191395326	546
"Parom"	-0.831123087990556	231
"Parom"	-4.97400479746792	217
"Parom"	-1.45066140900957	1290
"Parom"	-5.10524694380308	331
"Parom"	-2.59328145725176	828
"Parom"	-1.95598216061575	189
"Parom"	-1.69764575712323	5667
"Parom"	-4.31164286595008	786
"Parom"	-4.61113269757687	82
"Parom"	0.0153752258869076	3715
"Parom"	-2.26365505331202	1809
"Parom"	-3.29455630747776	566
"Parom"	-4.39335795454757	2231
"Parom"	-4.62857105523433	1326
"Parom"	-3.29824909841786	351
"Parom"	-1.81132382426055	1393
"Parom"	-3.90788179801157	373
"Parom"	0.584962500721156	7642
"Parom"	-0.0052942996695135	239
"Parom"	-2.44145115851678	6704
"Parom"	-1.23353297894165	1517
"Parom"	-3.56816726322809	61
"Parom"	-3.90270279864509	326
"Parom"	-4.20066765018173	1669
"Parom"	0.226715754032087	3095
"Parom"	-3.35868664489748	824
"Parom"	-3.49784478594864	517
"Parom"	-3.44644263663973	43
"Parom"	-1.79915839843433	268
"Parom"	-3.03384115381541	7629
"Parom"	-4.94445974720566	441
"Parom"	-4.58124367999727	798
"Parom"	-3.43398660207984	87
"Parom"	-2.13560496153484	30
"Parom"	-3.65099237105635	378
"Parom"	-2.41709467207984	3815
"Parom"	-2.07078035514434	972
"Parom"	-4.9469062744564	772
"Parom"	0.340490545913787	932
"Parom"	-1.8451748111221	670
"Parom"	-4.8934700798462	802
"Parom"	-3.00740403608327	780
"Parom"	-3.25561221780281	316
"Parom"	0.0268000593437153	5568
"Parom"	-2.10881348713893	3423
"Parom"	-1.4981192430219	112
"Parom"	-4.43212752312973	322
"Parom"	-4.38700851893764	1298
"Parom"	-3.24366908096687	3487
"Parom"	-3.26494542554712	8981
"Parom"	-3.27953951874902	1708
"Parom"	-2.94571510498091	235
"Parom"	-2.03925943044723	475
"Parom"	-1.23733556029304	2289
"Parom"	-1.53503727538947	297
"Parom"	-3.64339932745786	1553
"Parom"	-1.95827476115845	3104
"Parom"	-3.6387852002273	655
"Parom"	-1.84243638456731	227
"Parom"	0.953060777041439	618
"Parom"	-2.7404718434601	179
"Parom"	-2.76668629228621	125
"Parom"	-1.4769027548637	2796
"Parom"	-3.53414596714565	1657
"Parom"	-2.4594316186373	320
"Parom"	-1.21063445046028	586
"Parom"	-1.64045761331286	1206
"Parom"	-2.65332712422026	1303
"Parom"	-3.47279476706813	58
"Parom"	-1.71097038563326	2997
"Parom"	-2.16459549763166	294
"Parom"	-4.98842048110512	2679
"Parom"	-2.29896694644406	2578
"Parom"	-1.85539582159953	1062
"Parom"	0.816692786636935	309
"Parom"	-5.35012498671802	2045
"Parom"	-1.59250930977451	5997
"Parom"	-5.65500634472698	85
"Parom"	-0.658404871656561	2783
"Parom"	-0.836864164220328	75
"Parom"	-3.59709270778494	2843
"Parom"	-3.93567902886435	194
"Parom"	-3.03126421351686	1095
"Parom"	-2.26534456652099	727
"Parom"	-2.45559159762948	371
"Parom"	-4.16135572271714	101
"Parom"	-1.80197558539883	115
"Parom"	0.952133688734738	1062
"Parom"	-5.23773296747094	1659
"Parom"	-4.23149306097009	356
"Parom"	-2.82200170502302	1508
"Parom"	-2.04875858392283	1385
"Parom"	-4.3482377448439	273
"Parom"	-2.47479721174778	1514
"Parom"	-2.53568285335871	1309
"Parom"	-1.62688836448886	6807
"Parom"	-3.53210271360197	2563
"Parom"	-1.94301002141517	3008
"Parom"	-1.72991083663226	136
"Parom"	-0.0409079435802064	675
"Parom"	-5.86322436074852	296
"Parom"	-6.06565502974427	1028
"Parom"	-1.59674841509887	54
"Parom"	-4.51096191927738	1790
"Parom"	-1.53470773166559	115
"Parom"	-2.27651763519742	2791
"Parom"	-0.886591033997989	1360
"Parom"	-1.94853443339358	1070
"Parom"	-2.36487470454075	612
"Parom"	-3.40818008990624	1670
"Parom"	-0.612976876890755	2360
"Parom"	-3.40433504181306	744
"Parom"	-3.65604559878264	2263
"Parom"	-3.29590358996963	60
"Parom"	-4.30254071643186	745
"Parom"	-4.03574566128494	2115
"Parom"	-4.12935445548	991
"Parom"	-1.93366023974821	780
"Parom"	-2.91039653911005	8703
"Parom"	-2.95150148230881	388
"Parom"	-2.8514774771456	228
"Parom"	-2.66558096092945	2384
"Parom"	-2.43349186531533	1328
"Parom"	-6.11353727583592	3087
"Parom"	-4.4329387831206	1804
"Parom"	-3.65456583292932	702
"Parom"	-3.94152898967972	2486
"Parom"	0.954870624510333	3422
"Parom"	-6.07905060143415	1925
"Parom"	0.501501590028309	830
"Parom"	-1.67874464704177	199
"Parom"	-2.65109683253099	1360
"Parom"	-0.490579539357585	884
"Parom"	0.444563451582007	5634
"Parom"	-2.08253054570811	3905
"Parom"	-4.14295796256028	45
"Parom"	-5.36874896070049	433
"Parom"	-3.50230342589831	994
"Parom"	-3.41718577216838	1830
"Parom"	-1.40688842893454	2871
"Parom"	-2.54480537424918	2592
"Parom"	-3.94854911574346	1360
"Parom"	-0.497979199126517	5192
"Parom"	-2.94636864697223	249
"Parom"	-2.51986747249927	140
"Parom"	-2.1554254317472	1870
"Parom"	-1.94281834916074	1586
"Parom"	-5.06077296412425	1438
"Parom"	-4.99806068768585	472
"Parom"	-5.15481811040318	2506
"Parom"	-1.48666042710936	2820
"Parom"	-3.7161908172921	507
"Parom"	-3.81673392386173	1349
"Parom"	-2.29474326556114	848
"Parom"	-3.20732497324751	546
"Parom"	-0.459431618637298	2492
"Parom"	-4.3813740474377	104
"Parom"	-3.59188191466095	642
"Parom"	-2.7836622730809	601
"Parom"	-3.51444082633048	4385
"Parom"	-2.72748055635479	1474
"Parom"	-4.56351409977695	267
"Parom"	-2.33841622067636	85
"Parom"	-4.19898746704478	14616
"Parom"	-3.47136574916103	1495
"Parom"	-2.7149310825233	478
"Parom"	-1.84788149556806	1321
"Parom"	-3.27917844742803	168
"Parom"	-3.57263269393688	228
"Parom"	-0.427582752597958	2019
"Parom"	-3.08704609818042	94
"Parom"	-1.48663538705866	295
"Parom"	-1.50760361801492	124
"Parom"	-5.20659958434896	1085
"Parom"	-3.80447241661868	140
"Parom"	1.28771237954945	2617
"Parom"	-4.61870851231379	555
"Parom"	-3.75994072988975	623
"Parom"	-2.01302248079359	801
"Parom"	-3.57190634789571	711
"Parom"	-4.5634293443828	178
"Parom"	-4.2646638894426	922
"Parom"	-0.894232372737572	2396
"Parom"	-1.89830460293065	2452
"Parom"	-4.35517542004464	668
"Parom"	-2.87005382875593	1040
"Parom"	-5.32956598246794	580
"Parom"	-2.81841011056661	2552
"Parom"	-4.59735371793335	1088
"Parom"	-2.99774402605964	3316
"Parom"	-2.94816106848039	729
"Parom"	-3.3191103302399	443
"Parom"	-0.134165238324713	112
"Parom"	-5.44476357222122	522
"Parom"	-3.08207113293904	837
"Parom"	-1.30426942839086	3890
"Parom"	-4.30763376268993	402
"Parom"	-4.82841289940027	4471
"Parom"	-2.92095842817791	1907
"Parom"	-2.01150000238331	134
"Parom"	1.0703893278914	4426
"Parom"	-3.29373120305671	2800
"Parom"	-0.825225598896293	149
"Parom"	-3.82232913968871	671
"Parom"	-3.45911091283607	498
"Parom"	-4.98634561084094	308
"Parom"	0.491344119418094	1730
"Parom"	-3.53347218838368	226
"Parom"	-1.45567948377619	3132
"Parom"	-0.488517383766419	3015
"Parom"	-1.58591257980777	327
"Parom"	-4.89077094582052	123
"Parom"	-6.06543655032257	196
"Parom"	-2.85149033647382	514
"Parom"	0.942434712466183	7258
"Parom"	-2.47017133811923	56
"Parom"	-3.38260226794555	731
"Parom"	-3.53633960560556	507
"Parom"	-2.26918663609246	115
"Parom"	-3.28140028830476	4239
"Parom"	-1.95556177015216	57
"Parom"	-0.60646356993208	9466
"Parom"	-2.65163354036645	2345
"Parom"	-0.699605066662281	1226
"Parom"	0.0192362188629085	2603
"Parom"	-0.558490289359966	222
"Parom"	-0.666342612530532	690
"Parom"	-4.46806836188308	395
"Parom"	-5.2716785052115	193
"Parom"	-4.26678655012483	690
"Parom"	-1.74937389793461	8664
"Parom"	-2.00363857706335	3717
"Parom"	-1.23942561849589	2209
"Parom"	-1.22662113479164	747
"Parom"	-3.35120428706833	54
"Parom"	-3.4594316186373	81
"Parom"	1.01062111575657	3688
"Parom"	-0.161543860654657	982
"Parom"	-2.86875547167246	1970
"Parom"	-1.31146775302054	435
"Parom"	-1.88233736124949	599
"Parom"	-4.48270366262097	456
"Parom"	-2.86090439033434	646
"Parom"	-1.36949377813942	1294
"Parom"	-2.06854563145298	786
"Parom"	-3.90848738054285	605
"Parom"	-2.59465392369974	1939
"Parom"	-0.745141307210686	2664
"Parom"	-2.89812038598079	4035
"Parom"	-2.51294853554376	2944
"Parom"	-2.90196791703947	3819
"Parom"	-4.33855283005621	1086
"Parom"	-2.80247617650286	305
"Parom"	-2.73621399475308	1639
"Parom"	-5.60279579778202	1223
"Parom"	-0.842147830858265	80
"Parom"	-0.979593789338163	447
"Parom"	-2.61604135786076	632
"Parom"	-4.16974864363501	1359
"Parom"	-4.3787709209703	43
"Parom"	0.81610205600508	1195
"Parom"	-2.32792683550881	1179
"Parom"	-1.77258950389693	1441
"Parom"	-1.25380168703491	84
"Parom"	-3.61918855338506	68
"Parom"	-2.06683150847821	425
"Parom"	-0.220144356930049	12947
"Parom"	-0.84714851191663	1554
"Parom"	-0.579248849526763	300
"Parom"	0.211395169108709	445
"Parom"	-5.37957831151158	114
"Parom"	-1.82482058418886	6340
"Parom"	-3.43985608282549	218
"Parom"	-1.27741532796596	340
"Parom"	-2.01461187476073	3183
"Parom"	-3.16820402421225	3920
"Parom"	-4.25098378573052	1171
"Parom"	-2.46891721707995	593
"Parom"	-5.29254430658894	221
"Parom"	-3.04206003853727	8240
"Parom"	-2.27216051338744	672
"Parom"	-3.76755393389724	654
"Parom"	-0.125793214122201	3361
"Parom"	-1.29703691934565	3032
"Parom"	-1.53650101176451	9285
"Parom"	-4.42969504035862	603
"Parom"	-1.82039244516035	1619
"Parom"	-2.10983455160599	377
"Parom"	-3.65271946559941	226
"Parom"	-2.0703893278914	4529
"Parom"	-4.07417454795328	267
"Parom"	-4.24666147950709	437
"Parom"	1.03737069366411	313
"Parom"	-1.63959775729801	262
"Parom"	-1.59286770722302	550
"Parom"	-1.87552642469919	282
"Parom"	-1.7217153050365	655
"Parom"	-2.82330822413438	913
"Parom"	-2.70328246790992	1828
"Parom"	-1.36501007678303	383
"Parom"	-3.14844527403187	1737
"Parom"	-4.28766752375969	803
"Parom"	-4.4143315485485	146
"Parom"	-2.25276607037997	151
"Parom"	-2.39427893911205	4309
"Parom"	-2.990954860397	1806
"Parom"	-2.77774544430854	3566
"Parom"	-2.86255920075785	2108
"Parom"	-2.03136417090934	150
"Parom"	-0.801712775480827	150
"Parom"	1.29462074889163	120
"Parom"	-3.9550234442405	1133
"Parom"	-5.20690024518353	809
"Parom"	-4.04585268027857	1283
"Parom"	0.786596361890807	4744
"Parom"	-1.34602377050483	930
"Parom"	-5.9348215482906	1112
"Parom"	-3.96278894943911	93
"Parom"	-1.69014473741321	1500
"Parom"	-2.83122632567645	1789
"Parom"	-2.22708848002189	188
"Parom"	-1.80498401759486	2689
"Parom"	-2.19379180325584	3109
"Parom"	-5.79600002709003	149
"Parom"	-1.18473987985705	1215
"Parom"	-5.93324054944602	1655
"Parom"	-0.660424039293215	2989
"Parom"	-2.0073419800322	68
"Parom"	-3.55931198255159	5347
"Parom"	-2.69227435607477	401
"Parom"	-3.37581751408447	563
"Parom"	-0.162056758108973	4945
"Parom"	-1.26810539538122	1812
"Parom"	-1.23333917445336	510
"Parom"	-0.898237283849093	1277
"Parom"	-0.242690542890842	1180
"Parom"	-7.39035163366781	499
"Parom"	-3.07939282506458	243
"Parom"	-2.37514477215533	3796
"Parom"	-0.123582267056992	1813
"Parom"	-3.8371394871661	885
"Parom"	-3.46402807368041	112
"Parom"	-3.69609331275068	3628
"Parom"	-2.39847727598596	49
"Parom"	-1.43855441236079	3798
"Parom"	-3.02826385221872	303
"Parom"	-2.31358075306759	1457
"Parom"	0.41503749927884	1784
"Parom"	-3.6974991141398	436
"Parom"	-0.447458976971222	355
"Parom"	-0.674229838818245	350
"Parom"	-1.62761487778773	2016
"Parom"	-4.41478701903264	2726
"Parom"	-5.09876933379165	1796
"Parom"	-3.95693127810812	140
"Parom"	-0.866924188290874	5883
"Parom"	0.656753183789159	3780
"Parom"	-2.51281271496532	2858
"Parom"	-2.03859524531258	356
"Parom"	-3.12489124782781	510
"Parom"	-2.0320612092323	317
"Parom"	-4.53848533524584	282
"Parom"	-2.40381306161659	906
"Parom"	-0.53051471669878	225
"Parom"	-0.0774209911578612	1049
"Parom"	-0.835613182099117	4223
"Parom"	-3.10623032612493	952
"Parom"	-4.23258625088787	3438
"Parom"	-3.99887088516625	1119
