"Sample"	"log_rte"	"l_utr3"
"G418_2000"	-2.96437714238274	2341
"G418_2000"	-0.696989752736288	2943
"G418_2000"	-1.11144653655742	925
"G418_2000"	-1.27522783504855	1537
"G418_2000"	1.16878767774061	1490
"G418_2000"	-2.8374276705536	278
"G418_2000"	-2.70748207831682	98
"G418_2000"	-2	495
"G418_2000"	-0.726318349966699	828
"G418_2000"	-2.31930262678226	1132
"G418_2000"	-2.73183448757194	1362
"G418_2000"	-1.70278365860939	1676
"G418_2000"	-2.70634636386615	2844
"G418_2000"	-1.0966981198191	4067
"G418_2000"	-0.352976531146592	196
"G418_2000"	-0.885995372701318	371
"G418_2000"	-1.31878838814104	1376
"G418_2000"	-0.695681170912238	2887
"G418_2000"	-1.86906914923065	645
"G418_2000"	-2.16954599437804	1455
"G418_2000"	-2.24392558406246	123
"G418_2000"	-0.846124495888771	1316
"G418_2000"	-0.352253564881314	1515
"G418_2000"	0.713881980563011	352
"G418_2000"	-0.0970244523807006	61
"G418_2000"	-0.180025591411282	353
"G418_2000"	-2.49999219807581	2404
"G418_2000"	-1.74016447632596	494
"G418_2000"	-4.6567183494823	281
"G418_2000"	-2.30816104363444	1431
"G418_2000"	-1.53951952995999	4910
"G418_2000"	-2.71071797897395	4183
"G418_2000"	-1.82200169962614	4976
"G418_2000"	-3.1101485676375	511
"G418_2000"	-2.69811616305534	592
"G418_2000"	-4.92769159478315	391
"G418_2000"	-1.17429813373355	594
"G418_2000"	-1.84487132039906	255
"G418_2000"	-1.44725212481198	1139
"G418_2000"	-2.59693514586286	612
"G418_2000"	-0.707134373429787	937
"G418_2000"	0.219612123794758	5932
"G418_2000"	-1.91917593671586	1214
"G418_2000"	-1.5910174444309	57
"G418_2000"	-1.90847076801513	188
"G418_2000"	-1.87567227210537	288
"G418_2000"	-0.567535428962973	219
"G418_2000"	-0.947229526820771	605
"G418_2000"	-1.7401142631025	331
"G418_2000"	-1.0698687812356	1558
"G418_2000"	-2.02610375353026	925
"G418_2000"	-1.10212730087333	511
"G418_2000"	-1.51508980649213	412
"G418_2000"	-0.88514882715656	220
"G418_2000"	-6.26567582120418	618
"G418_2000"	-1.41122588679928	1553
"G418_2000"	-4.45614336250762	194
"G418_2000"	-1.32740322816178	1195
"G418_2000"	-4.18977427190882	625
"G418_2000"	-3.94986281433455	1168
"G418_2000"	-0.88341896274102	1602
"G418_2000"	-1.55873096886108	982
"G418_2000"	-1.64252673335846	2259
"G418_2000"	-1.31668810825604	907
"G418_2000"	-1.7634115753597	4448
"G418_2000"	-1.51735859586738	614
"G418_2000"	-3.57789045204566	3056
"G418_2000"	-0.654225163158272	298
"G418_2000"	-2.10582045614104	1637
"G418_2000"	-0.248048225909949	42
"G418_2000"	-2.01788271195687	225
"G418_2000"	-1.11547721924533	1558
"G418_2000"	-2.46128638966893	1092
"G418_2000"	-2.09028888532911	328
"G418_2000"	-0.557056508771797	1473
"G418_2000"	-1.43807008650459	207
"G418_2000"	-1.86806425153832	1151
"G418_2000"	-0.862204088936378	1333
"G418_2000"	-1.86142345133317	91
"G418_2000"	-1.93283714199991	2067
"G418_2000"	-1.43629937508113	178
"G418_2000"	-1.57248237196801	87
"G418_2000"	-2.02887006077151	50
"G418_2000"	-1.45839240359367	2852
"G418_2000"	-1.28229202385301	3227
"G418_2000"	-1.24593919486186	248
"G418_2000"	-1.73891387152798	151
"G418_2000"	-0.747150290214921	480
"G418_2000"	-4.59509290319587	6895
"G418_2000"	-0.918803919269475	1747
"G418_2000"	0.722333004379775	5804
"G418_2000"	-2.02187007583918	4003
"G418_2000"	-0.569909238092458	2607
"G418_2000"	-3.6491222584817	95
"G418_2000"	-1.43454565816806	4951
"G418_2000"	-3.12618274691559	1741
"G418_2000"	-1.09977758846481	44
"G418_2000"	-2.01767103185085	74
"G418_2000"	-1.34459181501169	2389
"G418_2000"	-1.07302246942965	49
"G418_2000"	1.10390086611231	2956
"G418_2000"	-2.14178190148689	333
"G418_2000"	-1.22595903635664	209
"G418_2000"	-1.08083107664906	4196
"G418_2000"	0.656753183789159	1204
"G418_2000"	-1.95125221097158	2995
"G418_2000"	-0.79263167786148	2957
"G418_2000"	-0.985771385884723	1775
"G418_2000"	0.606085792286901	470
"G418_2000"	-1.20744207987048	498
"G418_2000"	-0.17176634826648	31
"G418_2000"	-1.99589560981132	79
"G418_2000"	-1.32243869505444	11864
"G418_2000"	-2.70360701467345	127
"G418_2000"	-3.2799727815701	726
"G418_2000"	-3.88817140023717	602
"G418_2000"	-1.59610306239839	795
"G418_2000"	-2.69840201369054	240
"G418_2000"	-0.517674370925355	884
"G418_2000"	-0.752598665777358	304
"G418_2000"	-0.0796888768792611	2521
"G418_2000"	-1.45325682150934	1195
"G418_2000"	-1.8108560230513	1143
"G418_2000"	-1.15035763259482	1160
"G418_2000"	-1.68074604284203	851
"G418_2000"	-0.742679245360601	3187
"G418_2000"	-3.82979494752491	397
"G418_2000"	-2.2002986290592	443
"G418_2000"	-5.11370721069051	5391
"G418_2000"	-2.25284253523575	1752
"G418_2000"	-2.84577908293395	3364
"G418_2000"	-2.73396492367102	1238
"G418_2000"	-2.85778602797653	248
"G418_2000"	-0.906890582248383	264
"G418_2000"	-1.62021335082484	153
"G418_2000"	-1.01372698311151	3191
"G418_2000"	-0.895570060132131	271
"G418_2000"	-1.21663217353448	990
"G418_2000"	-1.3749893396975	1846
"G418_2000"	-0.489203517915727	2673
"G418_2000"	-3.12704455339165	294
"G418_2000"	-1.91527027095334	838
"G418_2000"	-1.61652683226124	2546
"G418_2000"	-3.38804698874829	764
"G418_2000"	0.593201786627068	636
"G418_2000"	-0.81237299682423	1279
"G418_2000"	-1.2878023126722	745
"G418_2000"	-0.698344301164799	3844
"G418_2000"	-0.169925001442314	1228
"G418_2000"	-1.56936564803074	48
"G418_2000"	-1.02255528976501	828
"G418_2000"	-1.66964749342074	2191
"G418_2000"	-0.262622271985796	1259
"G418_2000"	-1.42970718848769	986
"G418_2000"	-1.20141528757013	4444
"G418_2000"	-0.0600337119108381	70
"G418_2000"	-1.29555003190706	484
"G418_2000"	-0.951090401952913	196
"G418_2000"	-0.361598234724105	412
"G418_2000"	-0.570187149078726	246
"G418_2000"	-2.96279933861659	597
"G418_2000"	-1.28492172092579	638
"G418_2000"	-2.78457505340132	507
"G418_2000"	-1.78388664261243	312
"G418_2000"	-0.620151930459033	12115
"G418_2000"	-0.56981865971053	1347
"G418_2000"	-2.36419823482743	183
"G418_2000"	-0.127659278280538	1939
"G418_2000"	-3.67504223918981	1530
"G418_2000"	-2.17471767466245	950
"G418_2000"	-0.628138642399842	1945
"G418_2000"	-3.82557237823926	159
"G418_2000"	-2.73719977994688	2671
"G418_2000"	-2.83958578139193	1312
"G418_2000"	-0.41971398751621	11761
"G418_2000"	-1.92855149375466	421
"G418_2000"	-1.67628086809795	1114
"G418_2000"	-0.844435950837967	1278
"G418_2000"	-2.28599556315788	181
"G418_2000"	1.41568141584427	3146
"G418_2000"	-0.918386239562599	131
"G418_2000"	-3.10369130863376	404
"G418_2000"	0.245112497836525	1601
"G418_2000"	-2.24709286361903	592
"G418_2000"	-0.415037501555678	35
"G418_2000"	-1.48727428048027	6635
"G418_2000"	-2.8694756020922	272
"G418_2000"	-1.04007743937534	930
"G418_2000"	-3.22510170859444	138
"G418_2000"	-1.14125566136099	4436
"G418_2000"	-1.43792139297969	1139
"G418_2000"	-1.14942455057435	207
"G418_2000"	-1.61690539322391	426
"G418_2000"	-0.820288082190681	659
"G418_2000"	-3.12199052437862	665
"G418_2000"	-2.32582201401679	3229
"G418_2000"	-0.502818152127479	983
"G418_2000"	0.387023120394558	398
"G418_2000"	-1.96510521601385	634
"G418_2000"	-0.67952885788694	1715
"G418_2000"	-2.17829540995729	1025
"G418_2000"	-1.71235612818831	830
"G418_2000"	-3.10526318915593	884
"G418_2000"	-1.42662547355406	5460
"G418_2000"	-0.423767907497286	1458
"G418_2000"	-2.64485200234462	263
"G418_2000"	-0.01559685505102	1632
"G418_2000"	-3.51738494436083	2651
"G418_2000"	-0.405039099580264	1209
"G418_2000"	0.888251640374757	1541
"G418_2000"	-2.69928980716782	3743
"G418_2000"	-1.71088494227631	1656
"G418_2000"	-1.7613248053058	173
"G418_2000"	1.24743755078277	7807
"G418_2000"	-1.17801868348865	5380
"G418_2000"	-1.12590890248076	194
"G418_2000"	-1.01964551379588	2972
"G418_2000"	-2.26078780007346	536
"G418_2000"	-2.60689160768707	503
"G418_2000"	-2.13136112004797	364
"G418_2000"	0.471305718925582	230
"G418_2000"	-1.22950904659726	588
"G418_2000"	-0.201610649717096	829
"G418_2000"	-2.0095086017146	4168
"G418_2000"	-0.956931278108114	821
"G418_2000"	-1.99446182562064	770
"G418_2000"	-1.15910203342335	5210
"G418_2000"	-0.375821102882566	1655
"G418_2000"	-1.78570307871031	735
"G418_2000"	-1.45907806413044	8949
"G418_2000"	-2.02966441340206	150
"G418_2000"	-1.43594356585943	2554
"G418_2000"	-0.790346692665981	874
"G418_2000"	-1.68238743682194	1388
"G418_2000"	0.56780777968208	266
"G418_2000"	-1.89668929080347	763
"G418_2000"	-2.63662462479985	432
"G418_2000"	-1.73340448148888	708
"G418_2000"	-3.00355237609793	484
"G418_2000"	-0.16941277170468	411
"G418_2000"	-0.360928277191416	1119
"G418_2000"	-0.843748111405147	681
"G418_2000"	-3.89812435213212	622
"G418_2000"	-4.13659246298566	71
"G418_2000"	0.905918777715746	1021
"G418_2000"	-1.3433765141514	1981
"G418_2000"	-2.81321173772369	568
"G418_2000"	-1.88640873329013	826
"G418_2000"	-2.21195730674	1194
"G418_2000"	1.25873426840017	2639
"G418_2000"	-0.455916128975353	82
"G418_2000"	-2.88827492532816	2708
"G418_2000"	-2.33147788901334	103
"G418_2000"	0.340774153915011	153
"G418_2000"	0.24658296762939	591
"G418_2000"	-0.742612157307348	49
"G418_2000"	-1.09877815720284	588
"G418_2000"	-2.10249707639858	1416
"G418_2000"	-1.97656978300209	664
"G418_2000"	-2.68064584981443	312
"G418_2000"	-1.80643041382931	916
"G418_2000"	-3.25557942257285	63
"G418_2000"	-1.71723496170208	3445
"G418_2000"	-2.22865427374458	56
"G418_2000"	-4.13464952879127	249
"G418_2000"	-1.95359800446826	1157
"G418_2000"	-2.03768077978685	2004
"G418_2000"	-1.51893609651771	1191
"G418_2000"	-2.81205021427663	238
"G418_2000"	-1.14995658779198	649
"G418_2000"	-2.32161913509715	2613
"G418_2000"	-0.186413124230883	1545
"G418_2000"	-1.05781463672491	563
"G418_2000"	-0.0901978089715788	686
"G418_2000"	-5.84448102842463	481
"G418_2000"	-1.51699690833178	283
"G418_2000"	-4.22337820895324	1225
"G418_2000"	-1.17916320829765	167
"G418_2000"	-1.01648812278857	1529
"G418_2000"	-2.24181792136188	5178
"G418_2000"	-0.363507199559395	600
"G418_2000"	-1.2796172900294	1691
"G418_2000"	-1.70525673443887	5898
"G418_2000"	-0.78011879923124	4340
"G418_2000"	-3.06084592225992	127
"G418_2000"	-2.32287382021214	685
"G418_2000"	-2.37824439977119	2365
"G418_2000"	-3.71181878027158	1729
"G418_2000"	-2.32503401117446	171
"G418_2000"	-0.592282127679792	1595
"G418_2000"	0.0576476567147785	2238
"G418_2000"	-3.98973219922071	2775
"G418_2000"	-1.35278906027265	3248
"G418_2000"	-0.332288608955242	4303
"G418_2000"	-2.56782937771353	122
"G418_2000"	-2.50804895754412	5217
"G418_2000"	-0.619314506780196	2033
"G418_2000"	-1.33242634190198	178
"G418_2000"	-1.94426820726382	2310
"G418_2000"	-1.18187060634822	1668
"G418_2000"	-1.93165850075746	2042
"G418_2000"	-1.07716786272814	300
"G418_2000"	-3.79158760619929	958
"G418_2000"	-3.07852972108351	157
"G418_2000"	-0.98164485366919	1342
"G418_2000"	-3.01792190982717	836
"G418_2000"	-0.594473595106934	235
"G418_2000"	-0.381870638231085	2063
"G418_2000"	-2.05057544955652	69
"G418_2000"	-0.889383871838826	306
"G418_2000"	-2.54274639122052	202
"G418_2000"	-1.77429290133607	1291
"G418_2000"	-3.1779435879709	2047
"G418_2000"	-0.0439433475875971	962
"G418_2000"	-0.658133067811671	478
"G418_2000"	-2.54736038971689	1657
"G418_2000"	-1.56786431109679	6442
"G418_2000"	-2.83779663528194	385
"G418_2000"	-1.71214258614433	2820
"G418_2000"	-1.68782431050933	5129
"G418_2000"	-2.02186557197318	225
"G418_2000"	-2.43546750806581	1208
"G418_2000"	-1.73266045067918	791
"G418_2000"	-2.42314255175178	4411
"G418_2000"	-1.7140044457229	648
"G418_2000"	-0.596150181948407	549
"G418_2000"	-1.89954862098757	2159
"G418_2000"	-0.0442724730029798	884
"G418_2000"	-0.336744092016804	601
"G418_2000"	-0.582591596258411	2571
"G418_2000"	-2.1446235691875	1939
"G418_2000"	-1.02432932936174	562
"G418_2000"	-0.313474152421919	85
"G418_2000"	-1.29958692713296	1720
"G418_2000"	-2.76428620373046	1873
"G418_2000"	-1.2511323167775	691
"G418_2000"	-2.15171738504557	8962
"G418_2000"	-1.61470984519555	1791
"G418_2000"	-0.0775093672209166	2023
"G418_2000"	-0.56435729712719	3237
"G418_2000"	-1.60909596651137	1666
"G418_2000"	0.158660174464222	1072
"G418_2000"	-1.58604764262957	255
"G418_2000"	-0.55942740861402	185
"G418_2000"	-2.32269733029252	43
"G418_2000"	-2.58983765892621	346
"G418_2000"	-1.95560589475792	91
"G418_2000"	-1.95400319144664	430
"G418_2000"	-1.63338776069109	937
"G418_2000"	-0.481763613079657	1407
"G418_2000"	-0.700243286111259	574
"G418_2000"	-2.93994488114766	138
"G418_2000"	-3.72605481995576	396
"G418_2000"	-3.04043910132983	34
"G418_2000"	-0.606535915419451	2337
"G418_2000"	-1.01648812352894	1030
"G418_2000"	-1.94661567629093	884
"G418_2000"	-0.582102846581915	282
"G418_2000"	-2.27170874286141	318
"G418_2000"	-1.58077470621988	5487
"G418_2000"	-0.271150363386129	3005
"G418_2000"	-0.66826873008228	1482
"G418_2000"	-1.0806674454439	76
"G418_2000"	-1.62907180742981	361
"G418_2000"	-2.80427553003053	1839
"G418_2000"	-0.564912640303201	278
"G418_2000"	-1.55547120554615	274
"G418_2000"	-2.83068742634656	1842
"G418_2000"	-2.14259737300466	802
"G418_2000"	-1.28804629508257	3039
"G418_2000"	-0.113984516424779	1654
"G418_2000"	-1.44980291743952	4560
"G418_2000"	-3.03346699618733	2008
"G418_2000"	-1.36201911794184	1960
"G418_2000"	-1.52954938678043	4185
"G418_2000"	-1.34684947006899	1800
"G418_2000"	-2.37803319677252	96
"G418_2000"	-2.7380564789372	1063
"G418_2000"	1.18613522772634	1448
"G418_2000"	-2.04055410072092	856
"G418_2000"	-2.17079889063285	77
"G418_2000"	-2.97727992349992	549
"G418_2000"	-2.48308289153632	147
"G418_2000"	-2.33556531116088	133
"G418_2000"	-1.11215516377022	123
"G418_2000"	-1.59670770982497	335
"G418_2000"	-1.26704085718189	568
"G418_2000"	-0.147976030939201	6740
"G418_2000"	-2.41158195720905	382
"G418_2000"	-1.39596105406407	1257
"G418_2000"	-1.96609959466502	3402
"G418_2000"	-2.67710721968083	1094
"G418_2000"	-1.13171785961229	156
"G418_2000"	0.480673297199602	720
"G418_2000"	-0.162424904292209	4022
"G418_2000"	-1.25144643292468	1377
"G418_2000"	-2.86960336274433	1918
"G418_2000"	-0.490630487865387	936
"G418_2000"	-1.37421561976449	480
"G418_2000"	0.8522938413839	594
"G418_2000"	0.159048008236626	833
"G418_2000"	-0.354134703880528	642
"G418_2000"	-0.771686973344573	2778
"G418_2000"	-2.22969106669733	162
"G418_2000"	-2.95922673609578	3558
"G418_2000"	-1.21017647162681	4015
"G418_2000"	-1.44906108156772	869
"G418_2000"	-1.69190943243363	1094
"G418_2000"	-1.46149521544888	227
"G418_2000"	-1.74250377770764	300
"G418_2000"	-3.81976910515245	148
"G418_2000"	-2.70905284844581	946
"G418_2000"	-2.52144044294718	5531
"G418_2000"	-1.55561911258914	261
"G418_2000"	-1.05574255884114	120
"G418_2000"	-1.7192635941973	872
"G418_2000"	-2.23970700775307	1066
"G418_2000"	-1.91753784726725	5005
"G418_2000"	-0.00889183263680747	109
"G418_2000"	-2.66721091701447	3445
"G418_2000"	-0.715342782466413	3318
"G418_2000"	-1.45846692783513	249
"G418_2000"	-1.626180461919	55
"G418_2000"	0.310000446751228	2041
"G418_2000"	-2.21886272435952	2241
"G418_2000"	-1.54352102065582	6694
"G418_2000"	-3.21486857540307	1176
"G418_2000"	-3.62298210867399	195
"G418_2000"	-0.307347119894419	997
"G418_2000"	-3.02207955166649	663
"G418_2000"	0.666113440305175	555
"G418_2000"	-0.740505955961994	1254
"G418_2000"	-1.96435364875645	3272
"G418_2000"	-2.39512178798579	185
"G418_2000"	0.519692140695052	1174
"G418_2000"	-3.76598849539672	344
"G418_2000"	0.0143078366838723	142
"G418_2000"	-3.12968084552532	3108
"G418_2000"	-3.15793142368241	2756
"G418_2000"	-7.94166491520466	1132
"G418_2000"	-1.20095190291973	2800
"G418_2000"	-2.08591351103448	408
"G418_2000"	-0.0870230622373662	242
"G418_2000"	-3.19698236671387	1371
"G418_2000"	-2.6587404268607	3968
"G418_2000"	-0.503298146359633	748
"G418_2000"	-0.963359948088647	468
"G418_2000"	-0.226508529808681	93
"G418_2000"	-0.573299583195576	335
"G418_2000"	-0.130678048519472	3051
"G418_2000"	-0.55694812455156	689
"G418_2000"	-1.35230174544335	3097
"G418_2000"	-1.04789469118465	963
"G418_2000"	-3.07501335526383	5931
"G418_2000"	-0.908638258840081	6393
"G418_2000"	-2.74920919379799	2347
"G418_2000"	-0.694815168947215	249
"G418_2000"	0.974546821025079	1794
"G418_2000"	-2.97410528918859	3208
"G418_2000"	-2.08524728813718	514
"G418_2000"	-1.66038103888482	151
"G418_2000"	1.40679274529464	3169
"G418_2000"	-0.400537930786829	149
"G418_2000"	0.977279923499916	448
"G418_2000"	-1.65591364432311	788
"G418_2000"	-3.30297710636165	3663
"G418_2000"	-1.66460583827939	908
"G418_2000"	-2.95693127917754	832
"G418_2000"	0.925838651692294	1121
"G418_2000"	-0.443606651475616	9748
"G418_2000"	-3.47708705410371	478
"G418_2000"	-0.478665948957146	413
"G418_2000"	-2.22006612391498	325
"G418_2000"	-1.11389096757623	177
"G418_2000"	-2.70176341523333	44
"G418_2000"	-0.330577146190028	3810
"G418_2000"	-1.70440953443535	464
"G418_2000"	-1.69536872626516	2879
"G418_2000"	-0.217591435072627	5944
"G418_2000"	-0.697437238962715	692
"G418_2000"	-2.61232063978645	76
"G418_2000"	-1.07895134581588	3816
"G418_2000"	-0.777507389161384	4295
"G418_2000"	-1.66934510069205	1047
"G418_2000"	-1.83927968945384	396
"G418_2000"	-2.14797509164495	1597
"G418_2000"	-1.18132976888278	440
"G418_2000"	-2.39700357644859	2667
"G418_2000"	-0.117501306476533	5833
"G418_2000"	-3.59619277274269	2040
"G418_2000"	-0.613267869941303	109
"G418_2000"	-1.48862216654299	182
"G418_2000"	-2.37820073109848	3547
"G418_2000"	-0.753201242402244	1753
"G418_2000"	-0.419153607751077	261
"G418_2000"	-3.1472909737158	307
"G418_2000"	0.167884124581659	5372
"G418_2000"	-0.355366287271736	397
"G418_2000"	-0.896091195913075	1044
"G418_2000"	-0.561960676771178	3201
"G418_2000"	-0.854459157184649	989
"G418_2000"	-0.738567698762708	563
"G418_2000"	-1.39334243007011	683
"G418_2000"	-1.49541091627406	3009
"G418_2000"	-2.31431491481074	1160
"G418_2000"	-0.495005804760737	3710
"G418_2000"	-1.40216442433579	1254
"G418_2000"	0.159009882103384	959
"G418_2000"	-3.66006397905442	134
"G418_2000"	-0.491274281862177	123
"G418_2000"	-2.45196036920616	413
"G418_2000"	-1.58496250072116	683
"G418_2000"	-2.40610102315023	752
"G418_2000"	-1.05062607306997	2535
"G418_2000"	-0.77075390997522	575
"G418_2000"	-1.9840936116729	3605
"G418_2000"	-2.53513135085769	281
"G418_2000"	-1.01797774092906	536
"G418_2000"	-1.78980348647429	74
"G418_2000"	-3.53890072045227	478
"G418_2000"	-2.96181680611212	723
"G418_2000"	-2.12683251898062	4848
"G418_2000"	0.375061032569644	213
"G418_2000"	-2.05898194444472	234
"G418_2000"	-1.47832752119489	121
"G418_2000"	-0.0346040157953593	1000
"G418_2000"	-2.68959718547497	363
"G418_2000"	-1.65516636814676	1594
"G418_2000"	-0.879923552203208	5042
"G418_2000"	-2.6496046345614	2085
"G418_2000"	-1.08791984828892	6779
"G418_2000"	-2.29636381098863	315
"G418_2000"	-0.587596436290134	1696
"G418_2000"	-0.463400520840243	2350
"G418_2000"	-2.88615522691256	780
"G418_2000"	-1.24962980967339	1910
"G418_2000"	-0.78232612933063	3235
"G418_2000"	-0.681567361318816	204
"G418_2000"	-2.53086675706384	2470
"G418_2000"	-2.02329662122633	347
"G418_2000"	-0.27608434334053	193
"G418_2000"	-1.07014569169078	703
"G418_2000"	-3.64955855076772	1474
"G418_2000"	-0.401939272719332	3848
"G418_2000"	-1.54971497951618	1676
"G418_2000"	-2.59127627511569	6918
"G418_2000"	-2.51062738129539	2168
"G418_2000"	-2.15420065277508	1724
"G418_2000"	-0.397453186907191	375
"G418_2000"	-3.23513321461245	2280
"G418_2000"	0.195130341331982	286
"G418_2000"	-3.09815312376414	674
"G418_2000"	-1.46360640027298	10928
"G418_2000"	-1.0745378482592	168
"G418_2000"	-0.31070083946411	1794
"G418_2000"	-2.09575899057591	41
"G418_2000"	-1.01847481061454	1446
"G418_2000"	-0.54291506551267	4877
"G418_2000"	0.588443069456111	4636
"G418_2000"	-1.39642182262397	417
"G418_2000"	-1.0770030696053	1099
"G418_2000"	-1.48308289186647	2425
"G418_2000"	-5.09686155804386	329
"G418_2000"	-1.62642083089207	586
"G418_2000"	-1.0375967897215	3059
"G418_2000"	-2.22948185153113	134
"G418_2000"	-0.542126013646336	6045
"G418_2000"	-1.26021389745584	366
"G418_2000"	-1.61511513950802	499
"G418_2000"	-2.37345839924228	812
"G418_2000"	-3.63150509043936	528
"G418_2000"	-4.45003292201901	338
"G418_2000"	-1.43235208017387	3011
"G418_2000"	-1.6859816684941	1506
"G418_2000"	-0.955481333221357	1869
"G418_2000"	-1.51457317388849	522
"G418_2000"	-1.25395130107136	6286
"G418_2000"	-1.43697140265526	999
"G418_2000"	-1.88070107573479	2601
"G418_2000"	-0.460164137079483	4578
"G418_2000"	-2.15611920191728	408
"G418_2000"	-1.21998190429702	1356
"G418_2000"	-0.0997542471504375	489
"G418_2000"	-3.46843220905423	215
"G418_2000"	-1.31438128703712	166
"G418_2000"	-1.00000000213884	2667
"G418_2000"	-1.19099722605347	934
"G418_2000"	-1.87132804321379	201
"G418_2000"	-1.69750904447169	283
"G418_2000"	-5.13750352516535	467
"G418_2000"	-0.461950256287595	301
"G418_2000"	0.121761591060725	1946
"G418_2000"	-0.660166597147664	860
"G418_2000"	-2.43208796494536	22
"G418_2000"	-0.601392097903909	374
"G418_2000"	-2.19029195389475	195
"G418_2000"	-1.44287171152167	1445
"G418_2000"	-1.49576693046468	303
"G418_2000"	-5.65889357537035	1212
"G418_2000"	-1.26957725829338	508
"G418_2000"	-2.0448434286033	3021
"G418_2000"	-2.11180901565546	384
"G418_2000"	-1.48758007940512	79
"G418_2000"	-4.17106143009438	298
"G418_2000"	-0.0987781544781746	389
"G418_2000"	-2.26844339170242	1566
"G418_2000"	-4.30593607111078	63
"G418_2000"	-0.525319554293756	3331
"G418_2000"	-2.0834196392746	1803
"G418_2000"	-2.20232047791343	804
"G418_2000"	0.462971976342537	142
"G418_2000"	0.55212778713642	13724
"G418_2000"	-0.473054898591332	465
"G418_2000"	-2.1657127511357	4794
"G418_2000"	-3.59994868779857	1466
"G418_2000"	-2.04543104922569	512
"G418_2000"	-0.156755938276504	146
"G418_2000"	-0.887973372343515	157
"G418_2000"	-0.873946496993604	2495
"G418_2000"	-1.03944336692678	577
"G418_2000"	-0.275054930639021	432
"G418_2000"	-2.04089803307259	1056
"G418_2000"	-0.46836474406084	1177
"G418_2000"	-2.73613143042802	2862
"G418_2000"	-1.59701302264612	2907
"G418_2000"	-0.739752643304336	1095
"G418_2000"	0.678071904230357	4586
"G418_2000"	-2.79649567277939	47
"G418_2000"	0.178289783917072	183
"G418_2000"	-1.96670283485076	654
"G418_2000"	-3.40027683529083	565
"G418_2000"	-1.70914765283723	6352
"G418_2000"	-2.05342560831998	895
"G418_2000"	-1.02562580650387	1909
"G418_2000"	0.45720695352278	2295
"G418_2000"	-2.343772488125	42
"G418_2000"	-2.14298716617421	154
"G418_2000"	-1.63996585911478	161
"G418_2000"	-0.702783663650952	962
"G418_2000"	-1.30079792812335	180
"G418_2000"	-1.40639858243569	1383
"G418_2000"	-2.18211441045023	305
"G418_2000"	-1.62314569776943	120
"G418_2000"	-1.14642207226146	1623
"G418_2000"	-1.6324759674118	2512
"G418_2000"	-0.484618370405484	1641
"G418_2000"	-1.82646374500531	2750
"G418_2000"	-1.63490773084733	1490
"G418_2000"	0.544855736557532	2434
"G418_2000"	-2.52256990976832	421
"G418_2000"	-2.38807045167858	5382
"G418_2000"	-1.84581017176095	650
"G418_2000"	-1.23612521650692	390
"G418_2000"	-2.19215281009783	440
"G418_2000"	-1.84314750689356	487
"G418_2000"	-2.1887022099434	3446
"G418_2000"	-1.19926254985893	386
"G418_2000"	-2.63582842803401	164
"G418_2000"	-2.12501258040368	3821
"G418_2000"	-0.984487000628677	459
"G418_2000"	-1.56985560833095	2240
"G418_2000"	-2.48956128872364	282
"G418_2000"	-0.567040594450082	1413
"G418_2000"	-1.2996981475039	1470
"G418_2000"	-0.921997487998729	2583
"G418_2000"	-2.86936222860936	2181
"G418_2000"	-1.42548428671396	1154
"G418_2000"	-3.40362982696895	2340
"G418_2000"	-1.63214140188884	478
"G418_2000"	-0.63276322152286	1979
"G418_2000"	-2.2907793963167	552
"G418_2000"	-1.77088035746157	4446
"G418_2000"	-1.65704018689821	387
"G418_2000"	-2.53096761108043	1056
"G418_2000"	-2.69469394137796	1699
"G418_2000"	-1.5527120455439	3337
"G418_2000"	-1.67901450983641	4245
"G418_2000"	-0.4612285682058	745
"G418_2000"	-0.71108696268659	3142
"G418_2000"	-2.92772409902569	349
"G418_2000"	-1.12881346739657	223
"G418_2000"	-0.674972668445982	534
"G418_2000"	-0.234716355672087	2536
"G418_2000"	-1.41616416473313	147
"G418_2000"	-3.52047377905893	1392
"G418_2000"	-1.74366024887906	317
"G418_2000"	-2.83019783861404	663
"G418_2000"	-2.85898229138596	332
"G418_2000"	-0.861315393326359	450
"G418_2000"	-2.34719485734772	1121
"G418_2000"	-1.14438991282549	743
"G418_2000"	-2.06485114551341	110
"G418_2000"	-0.948166624534074	571
"G418_2000"	-1.23061292814142	582
"G418_2000"	-1.01416192394039	2926
"G418_2000"	-3.74902790610903	41
"G418_2000"	-0.702211418397095	208
"G418_2000"	-0.760634502095854	1334
"G418_2000"	0.917670434361761	2780
"G418_2000"	-2.15289890299418	683
"G418_2000"	-1.18687355805638	2472
"G418_2000"	-2.55325364180823	106
"G418_2000"	-3.17947744877788	5263
"G418_2000"	-1.15200309476846	3951
"G418_2000"	-2.43896264487328	1490
"G418_2000"	-0.128007612376072	1932
"G418_2000"	-1.11547721151174	1071
"G418_2000"	0.580420619170829	340
"G418_2000"	-2.50504767322939	1100
"G418_2000"	-1.92745799818255	281
"G418_2000"	-0.791394530393629	1530
"G418_2000"	-1.10754381579885	975
"G418_2000"	-0.692910415073134	2700
"G418_2000"	-1.75042785725056	2109
"G418_2000"	-4.30514080215051	285
"G418_2000"	-4.40665078868744	1261
"G418_2000"	-1.72698150890211	1030
"G418_2000"	-0.628551770214132	279
"G418_2000"	-0.555350844610618	3874
"G418_2000"	-2.46405317756282	217
